REF_DATE,GEO,GEO_CODE,DWELLING_TYPE,INTENDED_MARKET,HOUSING_STARTS,AVERAGE_PRICE_CAD,DATA_SOURCE,REPORTING_AGENCY,LAST_UPDATED,SURVEY_METHOD,GEOGRAPHY_TYPE,UOM,SCALAR_FACTOR,STATUS,DECIMALS,_record_id,_rule_id,_rule_name,_dimension,_cde,_severity,_failure_reason,_remediation,_flagged_at
2020-09,Quebec,QC,Semi-Detached,Rental,-880.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-09-15,Administrative Data,Province/Territory,Units,units,,0,4850,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2020-09,Newfoundland and Labrador,NL,Semi-Detached,Homeowner,-240.0,362547.55,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-09-15,Direct Survey,Province/Territory,Units,units,,0,4924,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2020-10,British Columbia,BC,Semi-Detached,Rental,-410.0,754442.03,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-10-15,Modelled Estimate,Province/Territory,Units,units,F,0,4970,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2020-10,Quebec,QC,Semi-Detached,Condominium,-598.0,384725.03,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-10-15,Direct Survey,Province/Territory,Units,units,E,0,5001,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2020-10,Newfoundland and Labrador,NL,Semi-Detached,Homeowner,-24.0,342492.61,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-10-15,Direct Survey,Province/Territory,Units,units,F,0,5074,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2020-11,Alberta,AB,Semi-Detached,Rental,-477.0,475263.07,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-11-15,Modelled Estimate,Province/Territory,Units,units,F,0,5135,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2020-11,Saskatchewan,SK,Semi-Detached,Rental,-145.0,356124.55,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-11-15,Direct Survey,Province/Territory,Units,units,F,0,5180,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2020-11,Nova Scotia,NS,Semi-Detached,Homeowner,-15.0,329403.84,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-11-15,Direct Survey,Province/Territory,Units,units,,0,5194,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2020-12,Ontario,ON,Row House,Rental,-824.0,798306.98,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-12-15,Direct Survey,Province/Territory,Units,units,,0,5258,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2020-12,Manitoba,MB,Apartment - 5+ storeys,Condominium,-360.0,339589.74,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-12-15,Modelled Estimate,Province/Territory,Units,units,F,0,5322,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2020-12,Nova Scotia,NS,Semi-Detached,Rental,-381.0,324727.64,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-12-15,Administrative Data,Province/Territory,Units,units,,0,5345,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2020-12,Nova Scotia,NS,Apartment - Under 5 storeys,Rental,-204.0,-305308.3389680455,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-12-15,Direct Survey,Province/Territory,Units,units,,0,5354,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2020-12,New Brunswick,NB,Apartment - Under 5 storeys,Homeowner,-52.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-12-15,Administrative Data,Province/Territory,Units,units,,0,5368,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2020-12,Newfoundland and Labrador,NL,Single-Detached,Condominium,-451.0,346351.53,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-12-15,Direct Survey,Province/Territory,Units,units,F,0,5373,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2020-12,Prince Edward Island,PE,Apartment - Under 5 storeys,Homeowner,-327.0,336094.01,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2020-12-15,Modelled Estimate,Province/Territory,Units,units,,0,5398,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-01,British Columbia,BC,Apartment - 5+ storeys,Homeowner,-557.0,818456.82,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-01-15,Modelled Estimate,Province/Territory,Units,units,F,0,5425,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-01,Alberta,AB,Semi-Detached,Rental,-393.0,479756.56,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-01-15,Administrative Data,Province/Territory,Units,units,F,0,5435,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-01,Alberta,AB,Row House,Homeowner,-603.0,480486.89,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-01-15,Modelled Estimate,Province/Territory,Units,units,F,0,5437,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-01,Quebec,QC,Semi-Detached,Condominium,-561.0,373322.82,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-01-15,Modelled Estimate,Province/Territory,Units,units,,0,5451,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-01,New Brunswick,NB,Apartment - Under 5 storeys,Rental,-182.0,371648.65,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-01-15,Administrative Data,Province/Territory,Units,units,,0,5519,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-02,British Columbia,BC,Row House,Rental,-777.0,894915.13,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-02-15,Modelled Estimate,Province/Territory,Units,units,,0,5573,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-02,Alberta,AB,Apartment - Under 5 storeys,Condominium,-623.0,363689.3,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-02-15,Direct Survey,Province/Territory,Units,units,,0,5595,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-02,Quebec,QC,Semi-Detached,Condominium,-836.0,327408.26,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-02-15,Modelled Estimate,Province/Territory,Units,units,F,0,5601,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-02,Nova Scotia,NS,Apartment - 5+ storeys,Condominium,-91.0,241222.56,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-02-15,Direct Survey,Province/Territory,Units,units,E,0,5652,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-02,New Brunswick,NB,Single-Detached,Homeowner,-181.0,296345.43,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-02-15,Direct Survey,Province/Territory,Units,units,E,0,5656,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-02,Prince Edward Island,PE,Single-Detached,Homeowner,-85.0,260200.86,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-02-15,Administrative Data,Province/Territory,Units,units,,0,5686,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-03,Saskatchewan,SK,Apartment - Under 5 storeys,Condominium,-382.0,314033.92,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-03-15,Modelled Estimate,Province/Territory,Units,units,,0,5790,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-03,Nova Scotia,NS,Row House,Rental,-201.0,393369.72,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-03-15,Direct Survey,Province/Territory,Units,units,E,0,5798,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-03,Newfoundland and Labrador,NL,Semi-Detached,Condominium,-423.0,334973.2,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-03-15,Modelled Estimate,Province/Territory,Units,units,E,0,5826,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-03,Prince Edward Island,PE,Semi-Detached,Homeowner,-202.0,331743.35,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-03-15,Modelled Estimate,Province/Territory,Units,units,F,0,5839,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-04,British Columbia,BC,Row House,Homeowner,-583.0,844196.46,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-04-15,Modelled Estimate,Province/Territory,Units,units,,0,5872,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-04,Quebec,QC,Semi-Detached,Homeowner,-420.0,361985.78,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-04-15,Direct Survey,Province/Territory,Units,units,F,0,5899,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-05,British Columbia,BC,Row House,Homeowner,-585.0,890493.1,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-05-15,Modelled Estimate,Province/Territory,Units,units,E,0,6022,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-05,British Columbia,BC,Apartment - Under 5 storeys,Rental,-394.0,929746.01,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-05-15,Direct Survey,Province/Territory,Units,units,,0,6029,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-05,Saskatchewan,SK,Semi-Detached,Condominium,-137.0,385257.43,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-05-15,Direct Survey,Province/Territory,Units,units,,0,6081,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-05,Saskatchewan,SK,Row House,Homeowner,-235.0,352825.38,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-05-15,Administrative Data,Province/Territory,Units,units,,0,6082,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-05,Nova Scotia,NS,Single-Detached,Condominium,-277.0,446111.23,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-05-15,Administrative Data,Province/Territory,Units,units,,0,6093,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-05,Prince Edward Island,PE,Apartment - 5+ storeys,Homeowner,-150.0,319372.45,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-05-15,Administrative Data,Province/Territory,Units,units,,0,6145,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-06,Quebec,QC,Single-Detached,Rental,-900.0,361231.05,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-06-15,Administrative Data,Province/Territory,Units,units,,0,6197,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-06,Manitoba,MB,Apartment - 5+ storeys,Homeowner,-234.0,383648.51,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-06-15,Modelled Estimate,Province/Territory,Units,units,E,0,6220,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-06,Manitoba,MB,Apartment - Under 5 storeys,Homeowner,-71.0,448103.42,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-06-15,Direct Survey,Province/Territory,Units,units,,0,6223,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-06,Newfoundland and Labrador,NL,Apartment - Under 5 storeys,Rental,-279.0,332501.5,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-06-15,Direct Survey,Province/Territory,Units,units,,0,6284,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-06,Prince Edward Island,PE,Row House,Homeowner,-185.0,430639.01,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-06-15,Direct Survey,Province/Territory,Units,units,,0,6292,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-07,Manitoba,MB,Row House,Condominium,-84.0,318501.5,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-07-15,Direct Survey,Province/Territory,Units,units,E,0,6369,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-08,Manitoba,MB,Single-Detached,Homeowner,-176.0,400647.14,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-08-15,Modelled Estimate,Province/Territory,Units,units,,0,6511,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-08,Manitoba,MB,Row House,Homeowner,-224.0,411810.25,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-08-15,Direct Survey,Province/Territory,Units,units,E,0,6517,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-08,Saskatchewan,SK,Row House,Condominium,-559.0,376554.26,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-08-15,Direct Survey,Province/Territory,Units,units,,0,6534,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-08,Saskatchewan,SK,Apartment - 5+ storeys,Rental,-242.0,372824.9,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-08-15,Administrative Data,Province/Territory,Units,units,F,0,6536,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-08,Nova Scotia,NS,Semi-Detached,Rental,-79.0,-447128.8589415316,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-08-15,Administrative Data,Province/Territory,Units,units,F,0,6545,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-08,Newfoundland and Labrador,NL,Row House,Condominium,-10.0,444289.43,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-08-15,Direct Survey,Province/Territory,Units,units,E,0,6579,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-09,Nova Scotia,NS,Apartment - 5+ storeys,Condominium,-192.0,311405.48,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-09-15,Administrative Data,Province/Territory,Units,units,F,0,6702,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-10,Alberta,AB,Apartment - Under 5 storeys,Rental,-408.0,471383.84,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-10-15,Direct Survey,Province/Territory,Units,units,,0,6794,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-10,Quebec,QC,Apartment - Under 5 storeys,Rental,-754.0,338881.86,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-10-15,Modelled Estimate,Province/Territory,Units,units,,0,6809,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-10,Manitoba,MB,Semi-Detached,Rental,-266.0,260547.74,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-10-15,Modelled Estimate,Province/Territory,Units,units,E,0,6815,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-10,Prince Edward Island,PE,Apartment - 5+ storeys,Condominium,-335.0,360531.77,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-10-15,Direct Survey,Province/Territory,Units,units,,0,6897,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-11,British Columbia,BC,Apartment - 5+ storeys,Condominium,-822.0,816183.01,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-11-15,Direct Survey,Province/Territory,Units,units,,0,6927,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-11,Quebec,QC,Apartment - 5+ storeys,Rental,-571.0,470841.7,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-11-15,Administrative Data,Province/Territory,Units,units,,0,6956,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-11,Quebec,QC,Apartment - Under 5 storeys,Rental,-263.0,327767.94,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-11-15,Modelled Estimate,Province/Territory,Units,units,,0,6959,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-11,Manitoba,MB,Row House,Homeowner,-87.0,335225.96,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-11-15,Direct Survey,Province/Territory,Units,units,,0,6967,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-11,New Brunswick,NB,Apartment - 5+ storeys,Rental,-367.0,375092.6,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-11-15,Administrative Data,Province/Territory,Units,units,,0,7016,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-11,Prince Edward Island,PE,Apartment - Under 5 storeys,Condominium,-188.0,361527.08,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-11-15,Direct Survey,Province/Territory,Units,units,E,0,7050,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-12,Ontario,ON,Apartment - 5+ storeys,Condominium,-935.0,,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-12-15,Modelled Estimate,Province/Territory,Units,units,,0,7062,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
2021-12,Ontario,ON,Apartment - Under 5 storeys,Condominium,-843.0,651034.01,CMHC Housing Market Survey,Canada Mortgage and Housing Corporation,2021-12-15,Administrative Data,Province/Territory,Units,units,E,0,7065,DQ-002,Housing Starts Non-Negative,Validity,HOUSING_STARTS,Critical,HOUSING_STARTS must be >= 0. Negative values are physically impossible.,Root cause: manual data entry error in source permit system. Remediation: take absolute value and flag record for steward review.,2026-04-08 23:46
